MAL_ID,Name,Score,Japanese_name,Features
28851,Koe no Katachi,9.0,聲の形,"Koe no Katachi Drama, School, Shounen Shochiku, Pony Canyon, Kodansha, ABC Animation, Quaras Eleven Arts, NYAV Post Kyoto Animation PG-13 - Teens 13 or older s a wild youth, elementary school student Shouya Ishida sought to beat boredom in the cruelest ways. When the deaf Shouko Nishimiya transfers into his class, Shouya and the rest of his class thoughtlessly bully her for fun. However, when her mother notifies the school, he is singled out and blamed for everything done to her. With Shouko transferring out of the school, Shouya is left at the mercy of his classmates. He is heartlessly ostracized all throughout elementary and middle school, while teachers turn a blind eye. Now in his third year of high school, Shouya is still plagued by his wrongdoings as a young boy. Sincerely regretting his past actions, he sets out on a journey of redemption: to meet Shouko once more and make amends. Koe no Katachi tells the heartwarming tale of Shouya's reunion with Shouko and his honest attempts to redeem himself, all while being continually haunted by the shadows of his past."
34096,Gintama.,8.99,銀魂。,"Gintama. Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen TV Tokyo, Aniplex, Dentsu, Shueisha  Bandai Namco Pictures PG-13 - Teens 13 or older fter joining the resistance against the bakufu, Gintoki and the gang are in hiding, along with Katsura and his Joui rebels. The Yorozuya is soon approached by Nobume Imai and two members of the Kiheitai, who explain that the Harusame pirates have turned against 7th Division Captain Kamui and their former ally Takasugi. The Kiheitai present Gintoki with a job: find Takasugi, who has been missing since his ship was ambushed in a Harusame raid. Nobume also makes a stunning revelation regarding the Tendoushuu, a secret organization pulling the strings of numerous factions, and their leader Utsuro, the shadowy figure with an uncanny resemblance to Gintoki's former teacher. Hitching a ride on Sakamoto's space ship, the Yorozuya and Katsura set out for Rakuyou, Kagura's home planet, where the various factions have gathered and tensions are brewing. Long-held grudges, political infighting, and the Tendoushuu's sinister overarching plan finally culminate into a massive, decisive battle on Rakuyou."
32281,Kimi no Na wa.,8.96,君の名は。,"Kimi no Na wa. Romance, Supernatural, School, Drama Toho, Sound Team Don Juan, Amuse, JR East Marketing & Communications, Kadokawa, voque ting Funimation, NYAV Post CoMix Wave Films PG-13 - Teens 13 or older suha Miyamizu, a high school girl, yearns to live the life of a boy in the bustling city of Tokyo—a dream that stands in stark contrast to her present life in the countryside. Meanwhile in the city, Taki Tachibana lives a busy life as a high school student while juggling his part-time job and hopes for a future in architecture. One day, Mitsuha awakens in a room that is not her own and suddenly finds herself living the dream life in Tokyo—but in Taki's body! Elsewhere, Taki finds himself living Mitsuha's life in the humble countryside. In pursuit of an answer to this strange phenomenon, they begin to search for one another. Kimi no Na wa. revolves around Mitsuha and Taki's actions, which begin to have a dramatic impact on each other's lives, weaving them into a fabric held together by fate and circumstance."
918,Gintama,8.96,銀魂,"Gintama Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen TV Tokyo, Aniplex, Dentsu, Trinity Sound, Audio Highs, Miracle Robo, Shueisha Sentai Filmworks, Crunchyroll Sunrise PG-13 - Teens 13 or older The Amanto, aliens from outer space, have invaded Earth and taken over feudal Japan. As a result, a prohibition on swords has been established, and the samurai of Japan are treated with disregard as a consequence. However one man, Gintoki Sakata, still possesses the heart of the samurai, although from his love of sweets and work as a yorozuya, one might not expect it. Accompanying him in his jack-of-all-trades line of work are Shinpachi Shimura, a boy with glasses and a strong heart, Kagura with her umbrella and seemingly bottomless stomach, as well as Sadaharu, their oversized pet dog. Of course, these odd jobs are not always simple, as they frequently have run-ins with the police, ragtag rebels, and assassins, oftentimes leading to humorous but unfortunate consequences. Who said life as an errand boy was easy?"
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,8.96,劇場版 銀魂 完結篇 万事屋よ永遠なれ,"Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha  Sunrise PG-13 - Teens 13 or older hen Gintoki apprehends a movie pirate at a premiere, he checks the camera's footage and finds himself transported to a bleak, post-apocalyptic version of Edo, where a mysterious epidemic called the ""White Plague"" has ravished the world's population. It turns out that the movie pirate wasn't a pirate after all—it was an android time machine, and Gintoki has been hurtled five years into the future! Shinpachi and Kagura, his Yorozuya cohorts, have had a falling out and are now battle-hardened solo vigilantes and he himself has been missing for years, disappearing without a trace after scribbling a strange message in his journal. Setting out in the disguise given to him by the android time machine, Gintoki haphazardly reunites the Yorozuya team to investigate the White Plague, and soon discovers that the key to saving the future lies in the darkness of his own past. Determined to confront a powerful foe, he makes an important discovery—with a ragtag band of friends and allies at his side, he doesn't have to fight alone."
4181,Clannad: After Story,8.96,CLANNAD〜AFTER STORY〜 クラナド アフターストーリー,"Clannad: After Story Slice of Life, Comedy, Supernatural, Drama, Romance Pony Canyon, TBS, Rakuonsha, Animation Do Sentai Filmworks Kyoto Animation PG-13 - Teens 13 or older Clannad: After Story , the sequel to the critically acclaimed slice-of-life series Clannad , begins after Tomoya Okazaki and Nagisa Furukawa graduate from high school. Together, they experience the emotional rollercoaster of growing up. Unable to decide on a course for his future, Tomoya learns the value of a strong work ethic and discovers the strength of Nagisa's support. Through the couple's dedication and unity of purpose, they push forward to confront their personal problems, deepen their old relationships, and create new bonds. Time also moves on in the Illusionary World. As the plains grow cold with the approach of winter, the Illusionary Girl and the Garbage Doll are presented with a difficult situation that reveals the World's true purpose. Based on the visual novel by Key and produced by Kyoto Animation, Clannad: After Story is an impactful drama highlighting the importance of family and the struggles of adulthood."
35247,Owarimonogatari 2nd Season,8.93,終物語,"Owarimonogatari 2nd Season Mystery, Comedy, Supernatural, Vampire Aniplex, Kodansha Aniplex of America Shaft R - 17+ (violence & profanity) Following an encounter with oddity specialist Izuko Gaen, third-year high school student Koyomi Araragi wakes up in a strange, deserted void only to be greeted by a joyfully familiar face in an alarmingly unfamiliar place. Araragi, with the help of his girlfriend Hitagi Senjougahara, maneuvers through the webs of his past and the perplexities of the present in search of answers. However, fate once again delivers him to the eccentric transfer student Ougi Oshino, who brings forth an unexpected proposal that may unearth the very foundation to which he is anchored. As Araragi peels back the layers of mystery surrounding an apparition, he discovers a truth not meant to be revealed."
2904,Code Geass: Hangyaku no Lelouch R2,8.91,コードギアス 反逆のルルーシュ 続編,"Code Geass: Hangyaku no Lelouch R2 Action, Military, Sci-Fi, Super Power, Drama, Mecha Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners Funimation, Bandai Entertainment Sunrise R - 17+ (violence & profanity) One year has passed since the Black Rebellion, a failed uprising against the Holy Britannian Empire led by the masked vigilante Zero, who is now missing. At a loss without their revolutionary leader, Area 11's resistance group—the Black Knights—find themselves too powerless to combat the brutality inflicted upon the Elevens by Britannia, which has increased significantly in order to crush any hope of a future revolt. Lelouch Lamperouge, having lost all memory of his double life, is living peacefully alongside his friends as a high school student at Ashford Academy. His former partner C.C., unable to accept this turn of events, takes it upon herself to remind him of his past purpose, hoping that the mastermind Zero will rise once again to finish what he started, in this thrilling conclusion to the series."
39486,Gintama: The Final,8.88,銀魂 THE FINAL,"Gintama: The Final Action, Sci-Fi, Comedy, Historical, Parody, Drama, Samurai, Shounen   Bandai Namco Pictures PG-13 - Teens 13 or older New Gintama movie."
32935,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8.87,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,"Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou Comedy, Sports, Drama, School, Shounen TOHO animation, Shueisha Sentai Filmworks Production I.G PG-13 - Teens 13 or older fter the victory against Aoba Jousai High, Karasuno High School, once called “a fallen powerhouse, a crow that can’t fly,” has finally reached the climax of the heated Spring tournament. Now, to advance to nationals, the Karasuno team has to defeat the powerhouse Shiratorizawa Academy. Karasuno’s greatest hurdle is their adversary’s ace, Wakatoshi Ushijima, the number one player in the Miyagi Prefecture, and one of the country’s top three aces. Only the strongest team will make it to the national tournament. Since this match is the third-year players’ last chance to qualify for nationals, Karasuno has to use everything they learned during the training camp and prior matches to attain victory. Filled with restlessness and excitement, both teams are determined to come out on top in the third season of Haikyuu!! ."
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,8.86,銀魂. 銀ノ魂篇 後半戦,"Gintama.: Shirogane no Tamashii-hen - Kouhan-sen Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen TV Tokyo, Aniplex, Dentsu, Shueisha  Bandai Namco Pictures PG-13 - Teens 13 or older Second Season of the final arc of Gintama ."
37510,Mob Psycho 100 II,8.84,モブサイコ100 II,"Mob Psycho 100 II Action, Slice of Life, Comedy, Supernatural Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan Funimation Bones PG-13 - Teens 13 or older Shigeo ""Mob"" Kageyama is now maturing and understanding his role as a supernatural psychic that has the power to drastically affect the livelihood of others. He and his mentor Reigen Arataka continue to deal with supernatural requests from clients, whether it be exorcizing evil spirits or tackling urban legends that haunt the citizens. While the workflow remains the same, Mob isn't just blindly following Reigen around anymore. With all his experiences as a ridiculously strong psychic, Mob's supernatural adventures now have more weight to them. Things take on a serious and darker tone as the dangers Mob and Reigen face are much more tangible and unsettling than ever before."
199,Sen to Chihiro no Kamikakushi,8.83,千と千尋の神隠し,"Sen to Chihiro no Kamikakushi Adventure, Supernatural, Drama Toho Walt Disney Studios, GKIDS Studio Ghibli PG - Children Stubborn, spoiled, and naïve, 10-year-old Chihiro Ogino is less than pleased when she and her parents discover an abandoned amusement park on the way to their new house. Cautiously venturing inside, she realizes that there is more to this place than meets the eye, as strange things begin to happen once dusk falls. Ghostly apparitions and food that turns her parents into pigs are just the start—Chihiro has unwittingly crossed over into the spirit world. Now trapped, she must summon the courage to live and work amongst spirits, with the help of the enigmatic Haku and the cast of unique characters she meets along the way. Vivid and intriguing, Sen to Chihiro no Kamikakushi tells the story of Chihiro's journey through an unfamiliar world as she strives to save her parents and return home."
31758,Kizumonogatari III: Reiketsu-hen,8.82,傷物語〈Ⅲ冷血篇〉,"Kizumonogatari III: Reiketsu-hen Action, Mystery, Supernatural, Vampire Aniplex, Kodansha  Shaft R - 17+ (violence & profanity) fter helping revive the legendary vampire Kiss-shot Acerola-orion Heart-under-blade, Koyomi Araragi has become a vampire himself and her servant. Kiss-shot is certain she can turn him back into a human, but only once regaining her full power. Araragi has hunted down the three vampire hunters that defeated Kiss-shot and retrieved her limbs to return her to full strength. However, now that Araragi has almost accomplished what he’s been fighting for this whole time, he has to consider if this is what he really wants. Once he revives this powerful immortal vampire, there is no telling what she might do, and there would be no way of stopping her. But there is more to the story that Araragi doesn’t understand. If a newborn vampire like him could defeat the hunters, how did they overpower Kiss-shot? Can he trust her to turn him back to a human? And how is that even possible in the first place? Araragi is at his limit but he must come to a decision, and it may not be possible to resolve this situation without doing something he’ll regret…"
36838,Gintama.: Shirogane no Tamashii-hen,8.81,銀魂. 銀ノ魂篇,"Gintama.: Shirogane no Tamashii-hen Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen TV Tokyo, Aniplex, Dentsu, Shueisha  Bandai Namco Pictures PG-13 - Teens 13 or older fter the fierce battle on Rakuyou, the untold past and true goal of the immortal Naraku leader, Utsuro, are finally revealed. By corrupting the Altana reserves of several planets, Utsuro has successfully triggered the intervention of the Tendoshuu’s greatest enemy: the Altana Liberation Army. With Earth as the main battleground in this interplanetary war, Utsuro's master plan to destroy the planet—and himself—is nearly complete. An attack on the O-Edo Central Terminal marks the beginning of the final battle to take back the land of the samurai. With the Yorozuya nowhere in sight, the bakufu all but collapsed, and the Shogun missing, the people are left completely helpless as the Liberation Army begins pillaging Edo in the name of freeing them from the Tendoshuu's rule. Caught in the crossfire between two equally imposing forces, can Gintoki, Kagura, Shinpachi, and the former students of Shouyou Yoshida put aside their differences and unite their allies to protect what they hold dear?"
33050,Fate/stay night Movie: Heaven's Feel - III. Spring Song,8.79,劇場版「Fate/stay night [Heaven's Feel] III.spring song」,"Fate/stay night Movie: Heaven's Feel - III. Spring Song Action, Supernatural, Magic, Fantasy Aniplex, Notes, Kadokawa Aniplex of America ufotable R - 17+ (violence & profanity) Final of three movies in an adaption of the third route of Fate/stay night."
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.79,昭和元禄落語心中～助六再び篇～,"Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen Drama, Historical, Josei Mainichi Broadcasting System, Kodansha, DAX Production, King Records  Studio Deen PG-13 - Teens 13 or older Even after having risen to the utmost rank of shun'ichi, Yotaro struggles to find his own identity in the world of rakugo. Caught between his master's teachings and the late Sukeroku's unique style, his performance lacks an important ingredient—ego. And while his popularity packs the theaters, he is but one of the few; rakugo is under threat of being eclipsed. Meanwhile Yakumo, regarded by many as the last bastion of preserving the popularity of rakugo, struggles to cope with his elderly state. Even though his performances are still stellar, he fears that he is nearing his limits. His doubts grow stronger as an old friend creeps ever closer. Konatsu, for her part, attempts to raise her son as a single mother, which Yotaro is heavily opposed to. Instead, he seeks to persuade her to marry him and in turn raise her son as his own. In Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen , the curtains fall on Yotaro and Yakumo's story, tasked with restoring the near-obsolete art form as well as overcoming their internal conflicts."
1,Cowboy Bebop,8.78,カウボーイビバップ,"Cowboy Bebop Action, Adventure, Comedy, Drama, Sci-Fi, Space Bandai Visual Funimation, Bandai Entertainment Sunrise R - 17+ (violence & profanity) In the year 2071, humanity has colonized several of the planets and moons of the solar system leaving the now uninhabitable surface of planet Earth behind. The Inter Solar System Police attempts to keep peace in the galaxy, aided in part by outlaw bounty hunters, referred to as ""Cowboys."" The ragtag team aboard the spaceship Bebop are two such individuals. Mellow and carefree Spike Spiegel is balanced by his boisterous, pragmatic partner Jet Black as the pair makes a living chasing bounties and collecting rewards. Thrown off course by the addition of new members that they meet in their travels—Ein, a genetically engineered, highly intelligent Welsh Corgi; femme fatale Faye Valentine, an enigmatic trickster with memory loss; and the strange computer whiz kid Edward Wong—the crew embarks on thrilling adventures that unravel each member's dark and mysterious past little by little. Well-balanced with high density action and light-hearted comedy, Cowboy Bebop is a space Western classic and an homage to the smooth and improvised music it is named after."
17074,Monogatari Series: Second Season,8.78,〈物語〉シリーズ セカンドシーズン,"Monogatari Series: Second Season Mystery, Comedy, Supernatural, Romance, Vampire Aniplex, Kodansha, Cyclone Graphics Aniplex of America Shaft R - 17+ (violence & profanity) pparitions, oddities, and gods continue to manifest around Koyomi Araragi and his close-knit group of friends: Tsubasa Hanekawa, the group's modest genius; Shinobu Oshino, the resident doughnut-loving vampire; athletic deviant Suruga Kanbaru; bite-happy spirit Mayoi Hachikuji; Koyomi's cutesy stalker Nadeko Sengoku; and Hitagi Senjogahara, the poignant tsundere. Monogatari Series: Second Season revolves around these individuals and their struggle to overcome the darkness that is rapidly approaching. A new semester has begun and with graduation looming over Araragi, he must quickly decide the paths he will walk, as well as the relationships and friends that he'll save. But as strange events begin to unfold, Araragi is nowhere to be found, and a vicious tiger apparition has appeared in his absence. Hanekawa has become its target, and she must fend for herself—or bow to the creature's perspective on the feebleness of humanity."
24701,Mushishi Zoku Shou 2nd Season,8.76,蟲師 続章,"Mushishi Zoku Shou 2nd Season Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural Aniplex, Kodansha, Delfi Sound Aniplex of America Artland PG-13 - Teens 13 or older Ghostly, primordial beings known as Mushi continue to cause mysterious changes in the lives of humans. The travelling Mushishi, Ginko, persists in trying to set right the strange and unsettling situations he encounters. Time loops, living shadows, and telepathy are among the overt effects of interference from Mushi, but more subtle symptoms that take years to be noticed also rouse Ginko's concern as he passes from village to village. Through circumstance, Ginko has become an arbiter, determining which Mushi are blessings and which are curses. But the lines that he seeks to draw are subjective. Some of his patients would rather exercise their new powers until they are utterly consumed by them; others desperately strive to rid themselves of afflictions which are in fact protecting their lives from devastation. Those who cross paths with Mushi must learn to accept seemingly impossible consequences for their actions, and heal wounds they did not know they had. Otherwise, they risk meeting with fates beyond their comprehension."
19,Monster,8.76,モンスター,"Monster Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller VAP, Shogakukan-Shueisha Productions, Nippon Television Network VIZ Media Madhouse R+ - Mild Nudity Dr. Kenzou Tenma, an elite neurosurgeon recently engaged to his hospital director's daughter, is well on his way to ascending the hospital hierarchy. That is until one night, a seemingly small event changes Dr. Tenma's life forever. While preparing to perform surgery on someone, he gets a call from the hospital director telling him to switch patients and instead perform life-saving brain surgery on a famous performer. His fellow doctors, fiancée, and the hospital director applaud his accomplishment; but because of the switch, a poor immigrant worker is dead, causing Dr. Tenma to have a crisis of conscience. So when a similar situation arises, Dr. Tenma stands his ground and chooses to perform surgery on the young boy Johan Liebert instead of the town's mayor. Unfortunately, this choice leads to serious ramifications for Dr. Tenma—losing his social standing being one of them. However, with the mysterious death of the director and two other doctors, Dr. Tenma's position is restored. With no evidence to convict him, he is released and goes on to attain the position of hospital director. Nine years later when Dr. Tenma saves the life of a criminal, his past comes back to haunt him—once again, he comes face to face with the monster he operated on. He must now embark on a quest of pursuit to make amends for the havoc spread by the one he saved."
263,Hajime no Ippo,8.75,はじめの一歩 THE FIGHTING!,"Hajime no Ippo Comedy, Sports, Drama, Shounen VAP Discotek Media, Geneon Entertainment USA Madhouse PG-13 - Teens 13 or older akunouchi Ippo has been bullied his entire life. Constantly running errands and being beaten up by his classmates, Ippo has always dreamed of changing himself, but never has the passion to act upon it. One day, in the midst of yet another bullying, Ippo is saved by Takamura Mamoru, who happens to be a boxer. Ippo faints from his injuries and is brought to the Kamogawa boxing gym to recover. As he regains consciousness, he is awed and amazed at his new surroundings in the gym, though lacks confidence to attempt anything. Takamura places a photo of Ippo's classmate on a punching bag and forces him to punch it. It is only then that Ippo feels something stir inside him and eventually asks Takamura to train him in boxing. Thinking that Ippo does not have what it takes, Takamura gives him a task deemed impossible and gives him a one week time limit. With a sudden desire to get stronger, for himself and his hard working mother, Ippo trains relentlessly to accomplish the task within the time limit. Thus Ippo's journey to the top of the boxing world begins."
